,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,install_clean,size_kb
217,ViettelPost express delivery,BUSINESS,4.4,1225,25.0,"100,000+",Free,0.0,Everyone,Business,2018-08-01,1,4.1 and up,100000,False
218,MyASUS - Service Center,BUSINESS,4.4,380837,7.3,"10,000,000+",Free,0.0,Everyone,Business,2018-07-04,3,4.2 and up,10000000,False
219,Job Korea - Career Jobs,BUSINESS,4.3,10600,6.5,"1,000,000+",Free,0.0,Everyone,Business,2018-08-01,2,4.0 and up,1000000,False
220,"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25.0,"1,000,000+",Free,0.0,Everyone,Business,2018-07-27,1,4.0 and up,1000000,False
221,Myanmar 2D/3D,BUSINESS,4.6,822,3.1,"100,000+",Free,0.0,Everyone,Business,2018-06-08,1,4.0.3 and up,100000,False
223,sABN,BUSINESS,4.4,2287,1.5,"1,000,000+",Free,0.0,Everyone,Business,2018-03-26,4,2.2 and up,1000000,False
224,ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5,"100,000+",Free,0.0,Everyone,Business,2018-07-24,0,4.0.3 and up,100000,False
225,Secure Folder,BUSINESS,3.8,14760,8.6,"50,000,000+",Free,0.0,Everyone,Business,2018-01-31,1,7.0 and up,50000000,False
255,Cisco Webex Meetings,BUSINESS,4.4,108741,28.0,"10,000,000+",Free,0.0,Everyone,Business,2018-07-20,11,4.3 and up,10000000,False
257,ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624,9.0,"100,000+",Free,0.0,Everyone,Business,2018-03-22,1,5.0 and up,100000,False
258,Cisco Webex Teams,BUSINESS,4.2,1661,46.0,"100,000+",Free,0.0,Everyone,Business,2018-08-02,3,4.4 and up,100000,False
260,Start Meeting,BUSINESS,4.1,308,14.0,"50,000+",Free,0.0,Everyone,Business,2018-05-29,3,4.0.3 and up,50000,False
262,ClickMeeting Webinars,BUSINESS,3.8,5211,26.0,"1,000,000+",Free,0.0,Everyone,Business,2018-07-30,3,4.0 and up,1000000,False
263,BlueJeans for Android,BUSINESS,3.9,1058,23.0,"500,000+",Free,0.0,Everyone,Business,2018-06-29,2,5.0 and up,500000,False
293,OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35.0,"100,000,000+",Free,0.0,Everyone,Business,2018-08-02,9,4.1 and up,100000000,False
295,Verify - Receipts & Expenses,BUSINESS,4.5,413,29.0,"10,000+",Free,0.0,Everyone,Business,2018-07-25,2,5.0 and up,10000,False
298,Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9,"500,000+",Free,0.0,Adults only 18+,Comics,2018-07-04,1,4.1 and up,500000,False
299,GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27.0,"1,000,000+",Free,0.0,Teen,Comics,2018-07-23,2,4.1 and up,1000000,False
300,Röhrich Werner Soundboard,COMICS,4.7,2249,32.0,"500,000+",Free,0.0,Everyone,Comics,2017-11-16,1,4.0.3 and up,500000,False
301,Unicorn Pokez - Color By Number,COMICS,4.8,516,12.0,"50,000+",Free,0.0,Everyone,Comics;Creativity,2018-08-03,1,4.4 and up,50000,False
302,MangaToon - Comics updated Daily,COMICS,3.9,834,15.0,"50,000+",Free,0.0,Mature 17+,Comics,2018-08-01,1,4.1 and up,50000,False
303,Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11.0,"50,000+",Free,0.0,Mature 17+,Comics,2018-07-07,1,4.1 and up,50000,False
304,Manga Rock - Best Manga Reader,COMICS,4.4,238970,28.0,"1,000,000+",Free,0.0,Teen,Comics,2018-07-09,3,5.0 and up,1000000,False
305,Manga - read Thai translation,COMICS,4.6,302,2.2,"10,000+",Free,0.0,Teen,Comics,2018-07-03,1,4.0 and up,10000,False
306,The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4,"10,000+",Free,0.0,Everyone,Comics,2017-12-27,1,2.3 and up,10000,False
307,Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3,"10,000+",Free,0.0,Everyone,Comics,2018-07-23,1,4.0.3 and up,10000,False
308,Funny Jokes Photos,COMICS,4.4,39,4.3,"10,000+",Free,0.0,Everyone 10+,Comics,2018-07-03,1,4.2 and up,10000,False
309,Truyện Vui Tý Quậy,COMICS,4.5,144,4.7,"10,000+",Free,0.0,Everyone,Comics,2018-07-19,3,4.0.3 and up,10000,False
310,Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10.0,"100,000+",Free,0.0,Teen,Comics,2018-03-05,1,4.0.3 and up,100000,False
311,comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15.0,"5,000,000+",Free,0.0,Teen,Comics,2018-07-03,6,4.0.3 and up,5000000,False
312,Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1,"100,000+",Free,0.0,Mature 17+,Comics,2018-05-18,1,4.0.3 and up,100000,False
313,"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21.0,"1,000,000+",Free,0.0,Mature 17+,Comics,2018-07-06,2,4.0.3 and up,1000000,False
314,Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1,"100,000+",Free,0.0,Everyone,Comics,2018-05-23,3,4.1 and up,100000,False
316,Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15.0,"1,000,000+",Free,0.0,Teen,Comics,2018-07-19,4,4.2 and up,1000000,False
317,Marvel Unlimited,COMICS,3.7,22551,11.0,"1,000,000+",Free,0.0,Teen,Comics,2018-07-24,3,4.4 and up,1000000,False
318,"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29.0,"1,000,000+",Free,0.0,Teen,Comics,2018-07-31,4,4.4 and up,1000000,False
319,Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3,"100,000+",Free,0.0,Everyone,Comics,2017-12-18,1,4.0 and up,100000,False
322,Faustop Sounds,COMICS,4.7,1677,40.0,"100,000+",Free,0.0,Everyone,Comics,2018-05-26,1,4.1 and up,100000,False
323,Manga Mania - Best online manga reader,COMICS,4.4,757,10.0,"10,000+",Free,0.0,Teen,Comics,2018-05-24,1,4.1 and up,10000,False
324,#NAME?,COMICS,3.5,115,9.1,"10,000+",Free,0.0,Mature 17+,Comics,2018-07-13,5,5.0 and up,10000,False
325,Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7,"5,000+",Free,0.0,Teen,Comics,2018-07-24,1,4.0.3 and up,5000,False
326,Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38.0,"500,000+",Free,0.0,Everyone 10+,Comics,2018-07-31,4,4.1 and up,500000,False
328,Funny Jokes and Stories 2018,COMICS,4.2,21,6.7,"5,000+",Free,0.0,Everyone,Comics,2018-03-31,1,4.0 and up,5000,False
329,Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,37.0,"1,000+",Free,0.0,Everyone,Comics,2018-06-26,2,4.0.3 and up,1000,False
331,"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8,"10,000+",Free,0.0,Teen,Comics,2018-06-16,1,4.0.3 and up,10000,False
332,think Comics,COMICS,4.4,1006,19.0,"50,000+",Free,0.0,Everyone,Comics,2018-08-03,2,4.0.3 and up,50000,False
333,Memes Button,COMICS,4.4,5968,5.7,"1,000,000+",Free,0.0,Everyone,Comics,2018-05-28,1,4.0 and up,1000000,False
334,"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35.0,"100,000+",Free,0.0,Everyone,Comics,2018-08-02,2,4.4 and up,100000,False
337,Messenger for SMS,COMMUNICATION,4.3,125257,17.0,"10,000,000+",Free,0.0,Teen,Communication,2018-06-06,1,4.1 and up,10000000,False
343,My Tele2,COMMUNICATION,4.3,158679,8.8,"5,000,000+",Free,0.0,Everyone,Communication,2018-08-03,2,4.4 and up,5000000,False
345,Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16.0,"100,000,000+",Free,0.0,Everyone,Communication,2018-07-18,5,4.4 and up,100000000,False
349,Call Free – Free Call,COMMUNICATION,4.3,30209,15.0,"5,000,000+",Free,0.0,Everyone,Communication,2018-07-28,1,4.1 and up,5000000,False
350,Web Browser & Explorer,COMMUNICATION,4.0,36901,6.6,"5,000,000+",Free,0.0,Everyone,Communication,2018-07-04,11,4.0.3 - 7.1.1,5000000,False
352,Browser 4G,COMMUNICATION,4.3,192948,6.6,"10,000,000+",Free,0.0,Everyone,Communication,2018-06-19,24,4.0.3 - 7.1.1,10000000,False
355,Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1,"10,000,000+",Free,0.0,Everyone,Communication,2018-07-02,3,4.1 and up,10000000,False
357,TracFone My Account,COMMUNICATION,3.6,20769,18.0,"1,000,000+",Free,0.0,Everyone,Communication,2018-07-11,R6,4.1 and up,1000000,False
358,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0,"1,000,000+",Free,0.0,Everyone,Communication,2018-07-06,5,5.0 and up,1000000,False
362,TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37.0,"10,000,000+",Free,0.0,Mature 17+,Communication,2018-08-02,6,4.0.3 and up,10000000,False
364,Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22.0,"5,000,000+",Free,0.0,Everyone,Communication,2018-07-31,1,4.0.3 and up,5000000,False
366,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3,"100,000,000+",Free,0.0,Teen,Communication,2018-07-18,11,4.0 and up,100000000,False
367,WhatsApp Business,COMMUNICATION,4.4,136662,32.0,"10,000,000+",Free,0.0,Everyone,Communication,2018-07-30,2,4.0.3 and up,10000000,False
368,My magenta,COMMUNICATION,3.9,42370,37.0,"1,000,000+",Free,0.0,Everyone,Communication,2018-06-25,7,5.0 and up,1000000,False
374,Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17.0,"100,000+",Free,0.0,Everyone,Communication,2018-07-16,2,4.1 and up,100000,False
377,Omlet Chat,COMMUNICATION,3.9,40751,35.0,"10,000,000+",Free,0.0,Teen,Communication,2016-11-04,2,4.0.3 and up,10000000,False
379,My Vodacom SA,COMMUNICATION,3.7,25021,61.0,"5,000,000+",Free,0.0,Everyone,Communication,2018-06-26,9,4.3 and up,5000000,False
380,Microsoft Edge,COMMUNICATION,4.3,27187,66.0,"5,000,000+",Free,0.0,Everyone,Communication,2018-07-28,42,4.4 and up,5000000,False
384,Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,0.079,"10,000,000+",Free,0.0,Everyone,Communication,2015-09-02,0,4.0.3 and up,10000000,True
387,"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25.0,"10,000,000+",Free,0.0,Everyone,Communication,2018-07-18,6,4.2 and up,10000000,False
395,"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24.0,"100,000,000+",Free,0.0,Everyone,Communication,2018-08-01,7,4.0 and up,100000000,False
397,"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17.0,"1,000,000+",Free,0.0,Everyone,Communication,2018-08-02,4,2.3 and up,1000000,False
398,chomp SMS,COMMUNICATION,4.3,335646,8.3,"10,000,000+",Free,0.0,Everyone,Communication,2018-07-26,7,2.3 and up,10000000,False
400,Text SMS,COMMUNICATION,4.5,349384,8.2,"10,000,000+",Free,0.0,Everyone,Communication,2018-07-24,3,4.0.3 and up,10000000,False
405,mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4,"1,000,000+",Free,0.0,Everyone,Communication,2018-07-30,6,4.0.3 and up,1000000,False
408,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4.0,"1,000,000+",Free,0.0,Everyone,Communication,2018-07-06,5,5.0 and up,1000000,False
409,2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32.0,"1,000,000+",Free,0.0,Everyone,Communication,2018-08-03,5,4.0 and up,1000000,False
413,"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1,"50,000,000+",Free,0.0,Everyone,Communication,2018-07-31,5,4.0 and up,50000000,False
416,Ninesky Browser,COMMUNICATION,4.2,42925,2.8,"1,000,000+",Free,0.0,Everyone,Communication,2017-08-27,6,2.3 and up,1000000,False
419,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3.3,"100,000,000+",Free,0.0,Teen,Communication,2018-07-18,11,4.0 and up,100000000,False
420,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40.0,"500,000,000+",Free,0.0,Teen,Communication,2018-08-02,12,4.0 and up,500000000,False
421,Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2,"1,000,000+",Free,0.0,Everyone,Communication,2018-03-20,1,4.0.3 and up,1000000,False
423,Web Browser for Android,COMMUNICATION,4.1,55098,4.3,"1,000,000+",Free,0.0,Everyone,Communication,2018-06-20,2,4.0 and up,1000000,False
424,DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7,"10,000,000+",Free,0.0,Everyone,Communication,2016-04-01,6,4.0 and up,10000000,False
425,Lightning Web Browser,COMMUNICATION,4.1,12578,2.3,"500,000+",Free,0.0,Everyone,Communication,2017-07-10,4,4.0 and up,500000,False
426,Web Browser,COMMUNICATION,4.2,10965,2.3,"500,000+",Free,0.0,Everyone,Communication,2015-02-02,2,3.0 and up,500000,False
428,Contacts+,COMMUNICATION,4.2,190613,11.0,"10,000,000+",Free,0.0,Everyone,Communication,2018-07-31,5,4.0.3 and up,10000000,False
429,ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7,"10,000,000+",Free,0.0,Everyone,Communication,2017-03-05,196,2.1 and up,10000000,False
432,PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13.0,"1,000,000+",Free,0.0,Everyone,Communication,2018-04-18,3,4.0 and up,1000000,False
433,Safest Call Blocker,COMMUNICATION,4.4,27540,3.7,"1,000,000+",Free,0.0,Everyone,Communication,2018-01-05,1,4.0 and up,1000000,False
434,Full Screen Caller ID,COMMUNICATION,4.2,104990,10.0,"5,000,000+",Free,0.0,Everyone,Communication,2018-05-15,3,4.0.3 and up,5000000,False
435,Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13.0,"10,000,000+",Free,0.0,Mature 17+,Communication,2018-07-25,8,5.0 and up,10000000,False
436,Call Blocker,COMMUNICATION,4.1,17529,10.0,"1,000,000+",Free,0.0,Everyone,Communication,2018-07-26,5,4.0.3 and up,1000000,False
437,Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13.0,"10,000,000+",Free,0.0,Mature 17+,Communication,2018-07-13,5,5.0 and up,10000000,False
438,Should I Answer?,COMMUNICATION,4.8,237468,8.8,"1,000,000+",Free,0.0,Everyone,Communication,2018-07-26,2018,4.0 and up,1000000,False
439,RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5,"1,000,000+",Free,0.0,Everyone,Communication,2017-12-04,3,2.1 and up,1000000,False
440,"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20.0,"10,000,000+",Free,0.0,Everyone,Communication,2018-07-29,1,4.1 and up,10000000,False
441,Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29.0,"10,000,000+",Free,0.0,Everyone,Communication,2018-08-01,6,4.1 and up,10000000,False
444,Call Control - Call Blocker,COMMUNICATION,4.4,93825,11.0,"5,000,000+",Free,0.0,Everyone,Communication,2018-07-05,2,4.1 and up,5000000,False
446,Video Caller Id,COMMUNICATION,4.2,15287,17.0,"1,000,000+",Free,0.0,Everyone,Communication,2018-01-24,2,4.0.3 and up,1000000,False
447,Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17.0,"5,000,000+",Free,0.0,Everyone,Communication,2018-07-26,4,4.1 and up,5000000,False
450,Caller ID +,COMMUNICATION,4.0,9498,0.118,"1,000,000+",Free,0.0,Everyone,Communication,2016-06-07,5,2.3 and up,1000000,True
452,Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,16.0,"100,000,000+",Free,0.0,Everyone,Communication,2018-07-18,5,4.4 and up,100000000,False
453,K-9 Mail,COMMUNICATION,4.2,88427,5.1,"5,000,000+",Free,0.0,Everyone,Communication,2018-01-06,5,4.0.3 and up,5000000,False
455,Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44.0,"1,000,000+",Free,0.0,Everyone,Communication,2018-08-01,1,4.1 and up,1000000,False
456,All Email Providers,COMMUNICATION,4.1,20901,7.3,"1,000,000+",Free,0.0,Everyone,Communication,2018-04-03,5,4.1 and up,1000000,False
457,"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595,30.0,"1,000,000+",Free,0.0,Everyone,Communication,2018-07-19,9,5.0 and up,1000000,False
458,GO Notifier,COMMUNICATION,4.2,124346,0.695,"10,000,000+",Free,0.0,Everyone,Communication,2014-07-06,2,2.0 and up,10000000,True
460,Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6,"10,000+",Free,0.0,Everyone,Communication,2017-04-11,2,2.2 and up,10000,False
461,Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19.0,"5,000,000+",Free,0.0,Everyone,Communication,2018-06-21,3,4.0 and up,5000000,False
470,Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23.0,"1,000,000+",Free,0.0,Everyone,Communication,2016-09-28,2,2.3.3 and up,1000000,False
471,JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26.0,"5,000,000+",Free,0.0,Everyone,Communication,2018-08-04,7,4.0.3 and up,5000000,False
477,Calculator,DATING,2.6,57,6.2,"1,000+",Paid,6.99,Everyone,Dating,2017-10-25,1,4.0 and up,1000,False
481,AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17.0,100+,Paid,7.99,Mature 17+,Dating,2017-01-21,1,4.0 and up,100,False
492,eharmony - Online Dating App,DATING,3.1,31320,53.0,"5,000,000+",Free,0.0,Mature 17+,Dating,2018-07-30,6,4.1 and up,5000000,False
493,Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3.1,"5,000,000+",Free,0.0,Mature 17+,Dating,2018-08-04,1,4.0 and up,5000000,False
497,Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44.0,"1,000,000+",Free,0.0,Mature 17+,Dating,2018-08-03,4,4.1 and up,1000000,False
498,Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27.0,"10,000+",Free,0.0,Mature 17+,Dating,2018-08-03,1,4.1 and up,10000,False
499,stranger chat - anonymous chat,DATING,3.5,13202,6.1,"1,000,000+",Free,0.0,Mature 17+,Dating,2018-07-07,2,4.1 and up,1000000,False
504,BLK - Swipe. Match. Chat.,DATING,4.1,2067,24.0,"100,000+",Free,0.0,Mature 17+,Dating,2018-07-25,1,4.4 and up,100000,False
505,Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31.0,"500,000+",Free,0.0,Mature 17+,Dating,2018-07-03,4,4.1 and up,500000,False
507,Stranger Chat & Date,DATING,3.6,3414,6.2,"500,000+",Free,0.0,Mature 17+,Dating,2018-06-06,1,4.1 and up,500000,False
509,RandoChat - Chat roulette,DATING,3.6,11806,12.0,"1,000,000+",Free,0.0,Mature 17+,Dating,2018-06-26,4,4.0.3 and up,1000000,False
510,BeWild Free Dating & Chat App,DATING,3.4,1999,8.0,"100,000+",Free,0.0,Mature 17+,Dating,2017-02-03,1,4.2 and up,100000,False
511,"FastMeet: Chat, Dating, Love",DATING,4.2,22544,5.9,"1,000,000+",Free,0.0,Mature 17+,Dating,2018-07-27,1,4.0.3 and up,1000000,False
512,"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,7.9,"1,000,000+",Free,0.0,Mature 17+,Dating,2018-07-10,1,4.0.3 and up,1000000,False
513,OurTime Dating for Singles 50+,DATING,3.4,2519,5.0,"100,000+",Free,0.0,Mature 17+,Dating,2018-07-25,1,4.4 and up,100000,False
514,FarmersOnly Dating,DATING,3.0,1146,1.4,"100,000+",Free,0.0,Mature 17+,Dating,2016-02-25,2,4.0 and up,100000,False
515,Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,13.0,"500,000+",Free,0.0,Mature 17+,Dating,2018-07-31,4,4.1 and up,500000,False
517,Christian Dating For Free App,DATING,3.9,8722,13.0,"500,000+",Free,0.0,Mature 17+,Dating,2018-06-20,15,4.1 and up,500000,False
519,Single Parent Meet #1 Dating,DATING,3.5,2593,5.0,"500,000+",Free,0.0,Mature 17+,Dating,2018-07-25,1,4.4 and up,500000,False
521,Millionaire Match: Rich Singles Dating App,DATING,3.9,852,27.0,"100,000+",Free,0.0,Mature 17+,Dating,2018-07-30,6,4.1 and up,100000,False
522,InterracialCupid - Interracial Dating App,DATING,3.4,212,3.0,"50,000+",Free,0.0,Mature 17+,Dating,2018-06-13,2,5.0 and up,50000,False
523,Sugar Mommas Dating And Single Search,DATING,3.5,1972,13.0,"1,000,000+",Free,0.0,Mature 17+,Dating,2018-05-12,4,4.1 and up,1000000,False
524,"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,7.2,"1,000,000+",Free,0.0,Everyone,Dating,2018-05-21,2,4.0 and up,1000000,False
527,Sugar Daddy Dating App,DATING,2.5,277,5.7,"100,000+",Free,0.0,Mature 17+,Dating,2017-12-04,3,4.1 and up,100000,False
530,"Meet4U - Chat, Love, Singles!",DATING,4.2,40035,6.5,"1,000,000+",Free,0.0,Mature 17+,Dating,2018-07-27,1,4.0.3 and up,1000000,False
531,SnpCupid Dating,DATING,3.5,1093,5.8,"100,000+",Free,0.0,Mature 17+,Dating,2017-01-28,1,4.2 and up,100000,False
533,Adult Dating - AdultFinder,DATING,3.3,1601,3.8,"500,000+",Free,0.0,Mature 17+,Dating,2017-02-01,1,4.1 and up,500000,False
535,"Meet24 - Love, Chat, Singles",DATING,4.2,57081,7.9,"1,000,000+",Free,0.0,Mature 17+,Dating,2018-07-27,1,4.0.3 and up,1000000,False
536,BBWCupid - BBW Dating App,DATING,3.5,241,2.8,"50,000+",Free,0.0,Mature 17+,Dating,2018-06-01,2,5.0 and up,50000,False
537,ChatVideo Meet new people,DATING,4.2,63986,20.0,"5,000,000+",Free,0.0,Mature 17+,Dating,2018-05-31,3,4.0 and up,5000000,False
538,"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,15.0,"500,000+",Free,0.0,Mature 17+,Dating,2018-04-29,2,4.1 and up,500000,False
539,Black White Interracial Dating - Interracial Match,DATING,4.1,535,28.0,"100,000+",Free,0.0,Mature 17+,Dating,2018-03-29,2,4.1 and up,100000,False
540,"USA Singles Meet, Match and Date Free - Date",DATING,4.2,5084,9.6,"100,000+",Free,0.0,Mature 17+,Dating,2018-08-03,1,4.1 and up,100000,False
541,FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430,13.0,"500,000+",Free,0.0,Mature 17+,Dating,2018-07-26,12,4.1 and up,500000,False
546,The League,DATING,3.0,837,9.4,"100,000+",Free,0.0,Mature 17+,Dating,2018-07-16,1,4.4 and up,100000,False
552,"Herpes Dating: 1,000K+ Singles",DATING,4.0,738,27.0,"10,000+",Free,0.0,Mature 17+,Dating,2018-08-01,6,4.1 and up,10000,False
555,Heart mill,DATING,3.3,4631,45.0,"100,000+",Free,0.0,Mature 17+,Dating,2018-08-04,5,5.0 and up,100000,False
559,95Live -SG#1 Live Streaming App,DATING,4.1,4953,15.0,"1,000,000+",Free,0.0,Teen,Dating,2018-08-01,8,4.2 and up,1000000,False
563,Mutual - LDS Dating,DATING,3.7,1439,38.0,"50,000+",Free,0.0,Mature 17+,Dating,2018-07-30,1,4.2 and up,50000,False
564,Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1645,31.0,"500,000+",Free,0.0,Mature 17+,Dating,2018-07-03,4,4.1 and up,500000,False
565,stranger chat - anonymous chat,DATING,3.5,13204,6.1,"1,000,000+",Free,0.0,Mature 17+,Dating,2018-07-07,2,4.1 and up,1000000,False
566,Millionaire Match: Rich Singles Dating App,DATING,3.9,853,27.0,"100,000+",Free,0.0,Mature 17+,Dating,2018-07-30,6,4.1 and up,100000,False
567,2RedBeans,DATING,4.0,337,32.0,"10,000+",Free,0.0,Mature 17+,Dating,2018-07-31,2,4.3 and up,10000,False
568,Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049,13.0,"500,000+",Free,0.0,Mature 17+,Dating,2018-07-31,4,4.1 and up,500000,False
569,"SweetRing - Meet, Match, Date",DATING,4.0,51698,63.0,"1,000,000+",Free,0.0,Mature 17+,Dating,2018-07-26,3,4.0.3 and up,1000000,False
570,"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,44.0,"100,000+",Free,0.0,Mature 17+,Dating,2018-08-02,3,4.1 and up,100000,False
572,SilverSingles: The 50+ Dating App,DATING,3.3,149,16.0,"10,000+",Free,0.0,Mature 17+,Dating,2018-07-31,4,4.0.3 and up,10000,False
573,Herpes Positive Singles Dating,DATING,4.4,198,28.0,"10,000+",Free,0.0,Mature 17+,Dating,2018-05-18,5,4.1 and up,10000,False
575,"FastMeet: Chat, Dating, Love",DATING,4.2,22545,5.9,"1,000,000+",Free,0.0,Mature 17+,Dating,2018-07-27,1,4.0.3 and up,1000000,False
576,Christian Dating For Free App,DATING,3.9,8723,13.0,"500,000+",Free,0.0,Mature 17+,Dating,2018-06-20,15,4.1 and up,500000,False
577,Glam - Premium Dating App,DATING,4.3,23170,9.0,"500,000+",Free,0.0,Mature 17+,Dating,2018-07-25,1,4.1 and up,500000,False
